region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type,spl,spr,pg,estimate_type
South Asia,SAS,India,IND,1977,national,NSS,national,1977.5,consumption,0,1977,3,0.597005238794,0.182798250725,0.07556126261,0.240883960666,3.18316898971,2.6904136547,0.145646811868,0.296878215347,0.226136395081,0.03914562798,0.051751774256,0.061908889136,0.071031354615,0.079944753302,0.089418661064,0.100482170744,0.115166651965,0.139570812023,0.251579304913,0.042347084731,19.46895027,648264666,390.956486469543,295.0404333155,FALSE,group,survey,3,0.597005238794,11.409827760165,
South Asia,SAS,India,IND,1983,national,NSS,national,1983,consumption,1,1983,3,0.508671284904,0.141330905574,0.053961489362,0.18103067139,3.404901244308,2.971730053711,0.119112672499,0.272036775642,0.219661849772,0.041503826977,0.054051467306,0.064308253067,0.073564467227,0.0826291817,0.092247746606,0.10340835049,0.11810437814,0.142104758833,0.228077569655,0.069101512432,19.46895027,737372681,427.471110823484,329.527930987485,FALSE,group,survey,3,0.508671284904,10.279978826242,
South Asia,SAS,India,IND,1987,national,NSS-SCH1,national,1987.5,consumption,2,1987,3,0.517802604697,0.13981239907,0.051529399243,0.176994686019,3.422794862241,2.943442716753,0.122543585899,0.275310050166,0.216304488328,0.042892404928,0.054495735246,0.064077370859,0.072854035076,0.081524754045,0.090797015631,0.101635237266,0.116030352607,0.139904908796,0.235788185547,0.097815848887,19.46895027,818137130,467.338870096817,346.884669332206,FALSE,group,survey,3,0.517802604697,10.22173275521,
South Asia,SAS,India,IND,1993,national,NSS-SCH1,national,1993.5,consumption,3,1993 - 2009,3,0.474826347191,0.114755299691,0.039438483943,0.143510788355,3.559334247456,3.078057910332,0.112521084783,0.261098115024,0.205732423819,0.044226375064,0.05795674655,0.066406202782,0.074162249276,0.082222813977,0.091136456477,0.101713723202,0.116180041602,0.140179660073,0.225815730997,0.169302165508,19.46895027,931641077,559.838421738423,386.615315871049,FALSE,micro,survey,3,0.474826347191,9.696512365079,
South Asia,SAS,India,IND,2004,national,NSS-SCH1,national,2004.5,consumption,3,1993 - 2009,3,0.464241686358,0.109539313023,0.036433320496,0.135474919649,3.704647277038,3.111207216774,0.126208229014,0.276820664418,0.213720791434,0.044003461265,0.056480313746,0.064391433562,0.071985956438,0.079860052586,0.088571703771,0.099384930754,0.11455631904,0.139643195512,0.241122633326,0.335988998413,19.46895027,1145333917.5,879.767184579128,548.260363951614,FALSE,micro,survey,3,0.464241686358,9.470958364859,
South Asia,SAS,India,IND,2009,national,NSS-SCH1,national,2009.5,consumption,3,1993 - 2009,3,0.34575579572,0.072881350162,0.022395728288,0.08835342164,4.173085835194,3.512020075633,0.128888380438,0.278258851164,0.212747952317,0.043692192508,0.056042571697,0.064331883953,0.072172706141,0.079877903839,0.088630317644,0.099342018603,0.114732210721,0.139128215994,0.242049978901,0.496169179678,19.46895027,1234503158.5,1137.9527376850726,674.10420155405,FALSE,micro,survey,3.056,0.36510356568,8.418810315884,
South Asia,SAS,India,IND,2011,national,NSS-SCH2,national,2011.5,consumption,7,2011 - 2022,3,0.271246924459,0.052518316911,0.0152253239,0.062876680193,4.644221687875,3.856368319557,0.135872386511,0.287768853581,0.224213169115,0.042496770595,0.054803894258,0.062872696698,0.070747607426,0.078660398319,0.087841053441,0.099279906848,0.114884600465,0.140389710903,0.248023361047,0.590538024902,19.46895027,1269949728,1269.997755496875,746.750659198107,FALSE,micro,survey,3.228,0.334397509549,7.670601308358,
South Asia,SAS,India,IND,2022,national,HCES,national,2022.58,consumption,7,2011 - 2022,3,0.052516401479,0.007727341269,0.001899203681,0.008977003114,6.355092371251,5.536495440098,0.106181043484,0.255149963499,0.203096609924,0.045106198958,0.058481936017,0.06694519841,0.074811261913,0.082848022267,0.091787012078,0.102513062367,0.116774374274,0.139410499805,0.22132243391,1.101905941963,19.46895027,1432758114.719999,2064.98579216489,1260.776933955855,FALSE,micro,survey,4.068,0.21288697138,5.363668652611,
